tour_food,tour_food_theme,tour_food_tag,tour_food_score,like,zzim,review
돔베돈,제주시 > 제주시내,#돔베고기맛집 #흑돼지거리 #음식 #식당 #돔베고기 #가브리살 #항정살 #오겹살 #목살 #냉면 #된장찌개 #볶음밥 #물냉면 #비빔냉면,0,0,0,0
돔베보이 중문점,서귀포시 > 서귀포시내,# 편백찜 # 막국수 # 감자전,0,0,0,0
돗토리,제주시 > 제주시내,# 프레즐 # 소금빵 # 케이크,0,0,1,0
돗통,서귀포시 > 안덕,# 돈마호크 # 오겹살 # 김치말이국수,0,0,0,0
동강,제주시 > 제주시내,# 중화요리 # 짜장면 # 간짜장 # 짬뽕 # 탕수육,0,0,0,0
동광분교인디이스트,서귀포시 > 안덕,# 인디썸머 # 비이비치노 # 한라봉차 # 더티초코크로플 # 아이스크림,0,0,0,0
동구미,제주시 > 조천,#수제청음료 #샌드위치 #아보카도샐러드 #샐러드 #치킨샐러드 #식당 #닭가슴살샌드위치 #크로와상샌드위치 #새우샐러드 #피자 #치즈피자 #차 #플랫화이트 #카푸치노 #모카치노 #아포가토 #핫초코 #아이스초코 #라떼 #바닐라라떼 #카라멜라떼 #헤이즐넛라떼 #녹차라떼 #딸기라떼 #바나나라떼 #에이드 #레몬에이드 #자몽에이드 #청포도에이드 #얼그레이 #페퍼민트 #레몬차 #루이보스 #진저레몬티 #아이스크림 #바닐라아이스크림 #녹차아이스크림 #초코아이스크림,0,0,1,0
동그라미가든,서귀포시 > 서귀포시내,#음식 #무장애관광,0,0,7,0
동글이흑돼지바베큐,서귀포시 > 서귀포시내,#음식 #식당 #흑돼지 #오징어구이 #바비큐 #돼지고기,0,0,1,0
동동차이나,서귀포시 > 남원,#짬뽕 #안심채움 #음식 #식당 #짜장면 #쟁반짜장 #백짬뽕 #고추짬뽕 #볶음밥 #새우볶음밥 #탕수육 #사천탕수육 #양장피 #깐풍기 #팔보채 #누룽지탕 #고추잡채,0,0,3,0
동막골,제주시 > 제주시내,#메밀칼국수 #동태전골 #동태조림 #음식 #식당 #동태탕 #동태 #메밀막국수 #들깨칼국수 #메밀전병 #찐만두 #만두 #국수,0,0,1,0
동명정류장,제주시 > 한림,#버스정류장 #포토스팟 #밭담라떼 #밭담 #반려동물동반_식당카페 #음식 #식당,0,0,4,0
동문올레수산,제주시 > 제주시내,# 광어회 # 갈치회 # 딱새우회 # 고등어회,0,0,0,0
동백별장,제주시 > 제주시내,#음식 #식당 #나베 #오뎅탕 #문어볶음 #오꼬노미야끼 #가지볶음 #모둠덴뿌라 #명란구이 #오차즈케 #모히또 #사케 #술,0,0,1,0
동복뚝배기,제주시 > 구좌,# 전복뚝배기 # 성게미역국 # 갈치물회 # 전복물회,0,0,0,0
동북왕,제주시 > 제주시내,#음식 #마파두부 #마라탕 #꿔바로우 #부추계란볶음 #계란볶음밥 #야채볶음밥 #멘보샤 #사천탕수육 #탕수육 #양갈비 #오징어볶음 #전골 #건두부볶음 #청경채볶음 #계란토마토볶음 #토마토계란탕 #물만두 #제육볶음,0,0,0,0
동우네,제주시 > 제주시내,#음식 #착한가격업소,0,1,1,0
동우통닭,제주시 > 제주시내,#음식 #후라이드치킨 #양념치킨 #반반치킨,0,0,1,0
동이트는집,제주시 > 제주시내,#음식 #식당 #추어탕 #된장 #멸치젓 #양념게장 #무장애관광,0,0,1,0
동진식당 공항점,제주시 > 제주시내,# 고사리육개장 # 순대 # 향토음식점,0,0,1,0
동해루,섬 속의 섬 > 추차도,#상추자식당 #추자도 #음식 #짜장면 #짬뽕 #탕수육 #잡채밥 #식당 #중식 #우동 #간짜장 #울면 #기스면 #삼선간짜장 #삼선짬뽕 #삼선우동 #삼선울면 #볶음밥 #짬뽕밥 #김치복음밥 #오므라이스 #새우볶음밥 #삼선볶음밥 #잡탕밥 #삼선짬뽕밥 #깐풍육 #라조육 #고추잡채 #양장피 #팔보채 #유산슬 #라조기 #깐풍기 #물만두 #군만두,0,0,1,0
돼지굽는정원,제주시 > 한림,#오겹살 #야외바베큐 #음식 #흑돼지구이 #돼지구이 #냉면 #볶음밥 #해물라면 #라면 #반려동물 #반려동물동반입장 #식당 #반려동물동반_식당카페 #흑돼지오겹살 #김치찌개 #흑돼지김치찌개 #비빔냉면 #물냉면 #치즈볶음밥 #누룽지탕 #된장찌개 #한치,0,0,13,0
두가시영,서귀포시 > 표선,#된장찌개 #한식 #음식 #삼겹살 #대패삼겹살 #오리고기 #오리로스 #오리주물럭 #백숙 #오리백숙 #오리한방백숙 #동태찌개 #우거지탕 #해물된장찌개 #정식 #한정식 #갈비김치전골 #흑돼지두루치기,0,0,2,0
두도 레스토랑,서귀포시 > 서귀포시내,#샐러드 #피자 #갈비탕 #알리오올리오파스타 #제주갈치구이 #갈치 #흑돼지 #흑돼지구이 #에이드 #아메리카노 #바비큐 #리코타치즈샐러드,0,0,0,0
두루김밥,제주시 > 제주시내,#음식 #식당 #오이김밥 #치즈김밥 #참치김밥 #멸치고추김밥 #김치김밥 #소고기김밥 #참치김치김밥 #고추참치김밥 #샐러드김밥 #돈까스김밥 #주먹밥 #참치주먹밥 #쇠고기주먹밥 #꼬마김밥 #떡볶이 #치즈떡볶이 #매운떡볶이 #라볶이 #수제돈까스 #라면 #치즈라면 #떡라면 #얼큰라면,0,0,0,0
두루두루,제주시 > 제주시내,#한치회 #꼼장어구이 #가오리무침 #쥐치 #음식 #생선조림 #회 #한치 #우럭회 #아나고구이 #고등어구이 #아나고탕 #한치볶음,5,2,5,0
두리둠비,서귀포시 > 중문,# 두부 # 만두 # 뚝배기불고기,0,0,0,0
두리호집,제주시 > 한림,#안전여행스탬프 #아나고회 #아나고탕 #아나고구이 #갈치조림 #고등어조림 #낙지회 #문어숙회 #물회,0,0,0,0
두툼한고기돈돼지,제주시 > 조천,#음식 #식당 #오겹살 #흑돼지오겹살 #목살 #김치찌개,0,0,1,0
둘레길 서귀포중문본점,서귀포시 > 중문,#파스타 #고등어 #리조또 #흑돼지 #고사리 #우수관광사업체,0,0,0,0
둘레길 제주협재금능점,제주시 > 한림,#제주흑돼지오믈렛 #고사리봉골레파스타 #수비드흑돼지등심 #우수관광사업체,0,0,2,0
뒤뜰에한우 신제주연동점,제주시 > 제주시내,# 공항맛집,0,0,0,0
듀포레,제주시 > 제주시내,#아메리카노 #카페라떼 #에이드 #플랫화이트 #바닐라라떼 #아인슈페너 #밀크티 #말차라떼 #딸기라떼 #초코라떼 #레몬에이드 #자몽에이드 #유자차 #자몽티 #녹차 #홍차 #크로아상 #치즈케이크 #케이크 #에그타르트,0,0,2,0
드림회센터,서귀포시 > 서귀포시내,# 광어회 # 연어회 # 고등어회 # 갈치회 # 참돔회 # 딱새우회,0,0,0,0
드하르,제주시 > 제주시내,#음식,0,0,0,0
디 아일렛 라운지,서귀포시 > 안덕,#뷔페 #음식 #아메리카노 #제주신화월드 #샐러드 #시저샐러드 #가든샐러드 #클럽샌드위치 #수제버거 #햄버거 #스파게티 #까르보나라스파게티 #연어구이 #치즈케이크 #술 #와인 #칵테일 #차 #녹차 #카모마일 #잉글리쉬브렉퍼스트 #에스프레소 #카페모카 #카페라떼 #카푸치노 #주스 #토마토와모짜렐라치즈 #무장애관광,0,1,2,0
디뷰,제주시 > 제주시내,# 파스타 # 커피 # 에그인헬 # 과카몰리 # 소시지 # 피자 # 에이드,0,0,1,0
딕시,서귀포시 > 서귀포시내,#코스타리카 따라쥬 #케냐AA #G2 #음식 #핸드드립커피 #아메리카노,0,2,3,0
딤섬9898,제주시 > 제주시내,#완탕면 #꿔바로우 #음식 #마라탕 #만두 #닭갈비 #어향육사 #청경채볶음 #갈비 #계란토마토볶음 #부추계란볶음 #마파두부 #비빔면 #해물탕면 #유니짜장면 #소고기볶음밥 #새우볶음밥 #볶음밥 #덮밥,0,1,15,0
따소롬,제주시 > 구좌,# 아메리카노 # 돌하르방스콘,0,0,1,0
땡큐베리,서귀포시 > 서귀포시내,#강정동 #아이스크림 #음식 #카페 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #바닐라라떼 #카라멜마끼아또 #아포가토 #카페모카 #대추차 #차 #자몽차 #블루베리레몬차 #유자차 #모과차 #레몬생강차 #허브티 #아이스티 #초코라떼 #녹차라떼 #밀크티 #고구마라떼 #레몬에이드 #자몽에이드 #라떼 #에이드 #생과일주스,0,0,1,0
떠돌이식객,서귀포시 > 성산,# 돌문어치즈덮밥 # 딱새우회 # 전복주먹밥 # 파스타 # 고등어회,0,0,0,0
떼레노,서귀포시 > 중문,# 양식 # 미쉐린,0,0,0,0
또똣김밥,제주시 > 제주시내,# 김밥 # 참치김밥 # 멸치김밥 # 비빔밥 # 국수 # 샐러드 # 샌드위치 # 도시락,0,0,0,0
뚜르,서귀포시 > 표선,#음식 #아메리카노 #카페라떼 #핫초코 #아이스초코 #모카치노 #복숭아아이스티,0,0,1,0
뚱보아저씨,제주시 > 한경,#한식 #로컬맛집 #음식 #식당 #육개장 #김치전골 #갈치구이정식 #고등어조림 #성게미역국,0,0,2,0
뚱순이 꼬마김밥,서귀포시 > 서귀포시내,#튀김 #모닥치기 #분식 #음식 #김밥 #쌀떡볶이 #오징어튀김 #새우튀김 #김말이튀김 #야채튀김 #쥐포튀김 #튀김만두 #고구마튀김,0,0,4,0
뜰향기,제주시 > 조천,#흑돼지 #정식 #고등어구이 #두부 #음식 #갈치조림 #제주갈치조림 #고등어조림 #갈치구이 #한정식 #제육볶음 #제육정식 #고등어구이정식,0,0,7,0
라 플라주,제주시 > 조천,# 머핀 # 스콘 # 소금빵 # 퀸아망,0,0,0,0
라쁠라주,제주시 > 제주시내,#케이크 #음식 #햄버거스테이크 #햄버거 #치즈버거 #감자튀김 #더블치즈버거 #피쉬&칩스 #베이컨치즈버거 #아메리카노 #수제버거,0,0,2,0
라스또르따스,제주시 > 제주시내,#음식 #비프브리또 #새우볶음 #샌드위치,0,1,8,0
라온베이커리 남녕점,제주시 > 제주시내,#음식 #포토스팟 #빵 #식당 #베이커리 #바게트 #마늘바게트 #소보루빵 #에그타르트 #케이크 #무장애관광,0,2,5,0
라운지 38,제주시 > 제주시내,#차 #치즈케이크 #딸기아이스크림빙수 #와인 #식당 #케이크 #아이스크림 #팥빙수 #피쉬&칩스 #스테이크 #모히또 #샌드위치 #위스키 #생과일주스,0,0,2,0
라운지엑스 애월점,제주시 > 애월,#식당 #핸드드립커피 #핸드드립과테말라 #핸드드립에티오피아코케허니 #아메리카노 #카페라떼 #바닐라라떼 #아인슈페너 #라떼 #아이스크림 #차 #캐모마일 #얼그레이 #페퍼민트 #피자 #페퍼로니피자 #불고기피자,0,0,0,0
라임오렌지카페앤플라워,서귀포시 > 서귀포시내,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
라토커피,제주시 > 제주시내,#음식 #식당 #에스프레소 #아메리카노 #플랫화이트 #카페라떼 #바닐라라떼 #카푸치노 #더치아메리카노 #에이드 #자몽에이드 #오미자에이드 #마들렌 #쿠키 #케이크 #치즈케이크 #브라우니 #블루베리라떼 #말차라떼 #아포가토 #밀크티라떼 #라떼 #커피 #차 #유자차 #국화차 #얼그레이 #자몽차 #오미자차 #홍삼차,0,0,1,0
라트반,제주시 > 구좌,#핫도그 #바닐라라떼 #레몬에이드 #아메리카노 #카페라떼 #에스프레소 #말차라떼 #반려동물동반_식당카페 #음식 #카페,0,0,4,0
랍스터빈,제주시 > 애월,# 해물볶음밥,0,0,0,0
랜딩 라운지,서귀포시 > 안덕,#음식 #아메리카노 #바닐라라떼 #카페라떼 #녹차라떼 #돌체라떼 #딸기라떼 #디저트 #빵 #제주신화월드 #에이드 #자몽에이드 #레몬에이드 #청포도에이드 #에스프레소 #차 #꽃차 #꿀차 #녹차 #홍차 #무장애관광,0,4,3,0
랜딩커피,서귀포시 > 성산,# 신양섭지해수욕장 # 수제청에이드 # 무스케이크,0,0,1,0
램앤블랙,제주시 > 조천,# 흑돼지 # 오겹살 # 고량주 # 사케 # 하이볼,0,0,2,0
러디스,서귀포시 > 서귀포시내,# 커피 # 베이커리 # 크루아상 # 소금빵,0,0,0,0
러스틱테이블,제주시 > 제주시내,# 밀크도넛 # 레몬도넛 # 티라미수도넛 # 크림브륄레도넛 # 말차도넛 # 오레오도넛 # 초콜릿도넛,0,0,1,0
레몬뮤지엄,서귀포시 > 남원,# 레몬에이드 # 영귤 # 댕유자 # 당근주스,0,0,1,0
레이식당,제주시 > 구좌,#음식 #파스타 #해물파스타 #오일파스타 #크림파스타 #아보카도 #치킨가라아게,0,0,8,0
레이어스베이크하우스,제주시 > 제주시내,# 플랑바닐라 # 까눌레 # 브라우니 # 레몬케이크,0,0,1,0
렐레펑 테러블,제주시 > 구좌,# 똠얌꿍 # 쌀국수,0,0,0,0
로맨틱새우,제주시 > 애월,# 코코넛쉬림프 # 오므라이스 # 가든샐러드 # 파스타,0,0,1,0
로빙화,서귀포시 > 남원,#음식 #식당 #햄버거 #새우버거 #피자 #페퍼로니피자 #마르게리따피자 #감자튀김 #술 #와인 #모히또 #라임모히또 #에이드 #자몽에이드 #스무디 #망고스무디 #딸기스무디 #딸기라떼 #라떼 #에스프레소 #아메리카노 #카페라떼 #바닐라라떼 #카라멜마끼아또 #카페모카 #카푸치노 #초코라떼 #차 #자몽차 #캐모마일 #페퍼민트 #얼그레이 #루이보스 #반려동물 #반려동물동반입장 #크림라떼 #아포가토 #헤이즐넛라떼 #망고에이드 #반려동물동반_식당카페 #무장애관광,0,0,7,0
로스트&헤븐,제주시 > 제주시내,#음식 #카페 #팥빙수 #아메리카노 #라떼 #핸드드립커피 #에스프레소 #카페라떼 #카푸치노 #바닐라라떼 #모카라떼 #카라멜마끼아또 #연유라떼 #고구마라떼 #녹차라떼 #얼그레이 #페퍼민트 #캐모마일 #루이보스 #다즐링 #생강차 #밀크티 #차 #아이스티 #복숭아아이스티 #레몬아이스티 #에이드 #레몬에이드 #자몽에이드 #유자에이드 #청포도에이드 #스무디 #요거트스무디 #망고스무디 #케이크 #칵테일,0,0,1,0
로치아 커피로스터스,제주시 > 제주시내,#음식 #핸드드립커피 #아메리카노 #카페라떼 #콜드브루 #카페모카 #카라멜라떼 #바닐라라떼 #카푸치노 #말차라떼 #라떼 #차 #홍차 #홍차라떼 #아포가토 #샤케라또 #요거트스무디 #플레인요거트스무디 #딸기요거트스무디 #블루베리요거트스무디 #망고요거트스무디 #스무디 #망고스무디 #딸기스무디 #블루베리스무디 #딸기라떼 #오레오스무디 #에이드 #레몬에이드 #자몽에이드 #블루베리에이드 #깔라만시에이드 #허브티 #캐모마일 #페퍼민트 #레몬그라스 #와플 #케이크 #콜드브루라떼 #핸드드립케냐 #핸드드립에티오피아예가체프,0,0,0,0
룡천왕갈비탕,제주시 > 제주시내,#음식 #식당 #왕갈비탕 #무장애관광,0,0,1,0
루스트플레이스 구남점,제주시 > 제주시내,#음식 #식당 #고르곤졸라피자 #단호박피자 #페퍼로니피자 #불고기피자 #피자 #샐러드 #치즈샐러드 #스테이크 #스테이크덮밥 #불고기덮밥 #돈까스 #치즈돈까스 #함박스테이크 #닭가슴살샐러드 #파스타 #토마토파스타,0,0,0,0
루스트플레이스 베라체점,제주시 > 제주시내,#양식 #음식 #샐러드 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타 #라구파스타 #알리오올리오파스타,0,0,0,0
루스트플레이스 삼화점,제주시 > 제주시내,#양식 #음식 #샐러드 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #단호박피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타 #라구파스타,0,0,1,0
루스트플레이스 서귀포점,서귀포시 > 서귀포시내,#양식 #음식 #샐러드 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #명란파스타 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #단호박피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타,0,1,6,0
루스트플레이스 시청점,제주시 > 제주시내,#양식 #음식 #샐러드 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #명란파스타 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #단호박피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타,0,0,0,0
루스트플레이스 아라점,제주시 > 제주시내,#피자 #맥주 #음식 #치킨샐러드 #리코타치즈샐러드 #고르곤졸라화덕피자 #화덕피자 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #뚝배기파스타 #스테이크덮밥 #함박스테이크 #고르곤졸라피자 #돈까스 #돈가스 #해물볶음밥 #치킨스테이크 #등갈비 #콤비네이션피자 #페퍼로니피자 #치즈돈까스 #짬뽕파스타 #라구파스타 #알리오올리오파스타,0,0,0,0
루스트플레이스 아이파크점,제주시 > 제주시내,#양식 #음식 #어린이 #테마공원 #샐러드 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #라구파스타 #짬뽕파스타 #알리오올리오파스타 #토마토파스타 #해물볶음밥 #돈까스 #돈가스 #치즈돈까스 #스테이크덮밥 #함박스테이크 #등갈비 #치킨스테이크 #페퍼로니피자 #고르곤졸라피자 #콤비네이션피자,0,0,0,0
루스트플레이스 외도점,제주시 > 제주시내,#맥주 #피자 #음식 #치킨샐러드 #리코타치즈샐러드 #봉골레파스타 #해물파스타 #크림파스타 #미트볼파스타 #오일파스타 #새우로제파스타 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #버섯샐러드 #카프레제샐러드 #까르보나라 #빠네파스타 #라구파스타 #짬뽕파스타 #알리오올리오파스타 #토마토파스타 #해물볶음밥 #돈까스 #돈가스 #치즈돈까스 #스테이크덮밥 #함박스테이크 #등갈비 #치킨스테이크 #페퍼로니피자 #고르곤졸라피자 #콤비네이션피자,0,0,0,0
루스트플레이스 제원점,제주시 > 제주시내,#양식 #음식 #샐러드 #치킨샐러드 #리코타치즈샐러드 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #크림파스타 #미트볼파스타 #오일파스타 #버섯샐러드 #카프레제샐러드 #까르보나라 #봉골레파스타 #빠네파스타 #새우로제파스타 #라구파스타 #짬뽕파스타 #알리오올리오파스타 #해물볶음밥 #돈가스 #돈까스 #치즈돈까스 #함박스테이크 #스테이크덮밥 #등갈비 #치킨스테이크 #고르곤졸라피자 #페퍼로니피자 #콤비네이션피자,0,0,0,0
루스트플레이스 칠성로점,제주시 > 제주시내,#맥주 #피자 #음식 #치킨샐러드 #리코타치즈샐러드 #고르곤졸라화덕피자 #화덕피자 #볶음밥 #새우볶음밥 #크림파스타 #미트볼파스타 #오일파스타 #버섯샐러드 #카프레제샐러드 #새우샐러드 #봉골레파스타 #까르보나라 #빠네파스타 #새우파스타 #짬뽕파스타 #해산물토마토파스타 #새우로제파스타 #뚝배기해산물파스타 #고르곤졸라피자 #페퍼로니피자 #불고기피자 #단호박피자 #돈가스 #돈까스 #치즈돈까스,0,0,0,0
류차이,서귀포시 > 중문,# 짬뽕 # 탕수육 # 냉짬뽕 # 해물짬뽕,0,0,0,0
르바게트,제주시 > 구좌,# 바게트 # 치아바타 # 크루아상 # 까눌레,0,0,1,0
르카페하도,제주시 > 구좌,# 반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
르토아 베이스먼트,제주시 > 구좌,#카페 #빵 #베이커리 #코코넛라떼 #카라멜라떼 #초코라떼 #녹차라떼 #콤부차 #라떼 #망고스무디 #스무디 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #플랫화이트 #아이스크림 #차 #케이크 #쿠키,0,0,3,0
리부아르,제주시 > 애월,# 커피 # 까눌레 # 크로플,0,0,0,0
리스투아,제주시 > 제주시내,#샐러드 #햄버거 #까르보나라 #토스트 #음식,0,0,0,0
리썸커피,제주시 > 애월,# 크림라떼 # 르뱅쿠키 # 바나나푸딩 # 크로플,0,0,1,0
리치망고 도두해안로점,제주시 > 제주시내,#음식 #카페 #레몬에이드 #유자에이드 #자몽에이드 #에이드 #패션후르츠에이드 #차 #자몽차 #레몬차 #매실차 #유자차 #망고빙수 #눈꽃빙수 #허니브레드 #크로크무슈 #쉐이크 #밀크쉐이크 #과일쉐이크 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카라멜라떼 #모카라떼 #망고라떼 #딸기라떼 #레몬그라스,0,0,2,0
리치망고 신화월드점,서귀포시 > 안덕,#음식 #카페 #제주신화월드 #망고 #밀크쉐이크 #과일쉐이크 #아메리카노 #무장애관광,0,0,2,0
리치망고 협재점,제주시 > 한림,#음식 #카페 #망고 #망고요거트 #과일주스 #에스프레소 #아메리카노 #카페라떼 #카푸치노 #카라멜라떼 #모카라떼 #망고라떼 #라떼 #블루베리티 #자몽티 #레몬티 #쿠키 #잼,0,0,2,0
리틀보라카이,서귀포시 > 서귀포시내,# 딱새우크림파스타 # 명란크림파스타 # 크리스피빠따 # 칵테일 # 위스키 # 맥주,0,0,0,0
리틀비엣,제주시 > 제주시내,#음식 #소고기쌀국수 #새우볶음밥 #볶음밥 #베트남쌀국수 #덮밥 #반미,0,0,4,0
릴로,제주시 > 구좌,# 감자수프 # 연어파테 # 타르틴 # 브런치 # 샌드위치 # 치킨수프 # 커피,0,0,1,0
마녀의언덕,서귀포시 > 서귀포시내,# 오렌지선셋 # 한라봉에이드 # 한라봉감귤주스 # 브런치,0,0,1,0
마농,제주시 > 제주시내,#음식 #해물스튜 #해물파스타 #새우로제파스타 #돈까스 #크림스프 #샐러드 #오일파스타 #크림파스타 #토마토파스타 #스테이크 #안심스테이크 #연어샐러드 #티본스테이크 #찹스테이크 #리코타치즈샐러드 #나시고랭 #짬뽕파스타 #해산물토마토파스타 #토마호크스테이크,0,0,3,0
마농오메기통닭마농문어통닭,서귀포시 > 서귀포시내,#통닭 #음식 #식당 #후라이드치킨 #튀김통닭 #순살치킨,0,0,1,0
마님순대,제주시 > 제주시내,#음식 #순대국밥 #따로국밥 #순대국 #뼈다귀탕 #고기국수,0,0,3,0
마돈,서귀포시 > 성산,#음식 #육회 #말고기사시미 #갈비찜 #오겹살 #무장애관광,0,0,11,0
마돌렌,제주시 > 구좌,# 커피 # 딸기우유,0,0,0,0
마라도별장식당,섬 속의 섬 > 마라도,#중식 #음식 #짜장면 #해물짜장 #짬뽕 #군만두,0,0,1,0
마라도횟집,제주시 > 제주시내,#마라도 #해물라면 #고등어구이 #제첼회 #활어회 #음식 #식당 #회 #2022고메페스타 #성게 #모둠회 #고등어회 #갈치회 #딱새우 #돌돔 #새우튀김 #참치,0,0,1,0
마라톤식당,제주시 > 제주시내,#찜 #한식 #음식 #된장찌개 #김치찌개 #오겹살 #무장애관광 #착한가격업소,0,1,2,0
마레벤또,제주시 > 애월,#음식 #크림파스타 #까르보나라 #해산물파스타 #해산물토마토파스타 #알리오올리오파스타 #오징어먹물파스타 #그라탕,0,0,4,0
마루나키친,제주시 > 한경,# 새우장 # 황게장 # 크림파스타 # 돈까스,0,0,1,0
마마무말가든,제주시 > 제주시내,#말고기사시미 #갈비찜 #식당 #사시미 #육회 #오겹살 #샤브샤브 #찹스테이크 #곰탕 #내장탕 #육회비빔밥 #불고기정식 #된장찌개 #알밥,0,0,3,0
마마식당,섬 속의 섬 > 추차도,#추자음식점 #추자도 #음식 #갈비찜 #낙지볶음 #국물닭발 #식당 #백반 #제육볶음 #돼지짜글이 #육개장 #소고기육개장 #황태해장국 #해장국 #돼지갈비찜 #닭볶음탕 #돼지김치찌개 #청국장 #순두부찌개 #냉채족발 #생선구이 #모듬생선구이 #국물떡볶이 #골뱅이 #골뱅이소면 #두부김치 #얼큰라면,0,0,0,0
마모루,제주시 > 제주시내,#음식 #식당 #라면 #미소라멘 #나가사키짬뽕 #부타동 #사케동 #돈카츠카레라이스 #카레라이스 #고로케 #모둠고로케 #에비후라이 #야끼교자 #규동 #가츠동 #일식 #착한가격업소,0,0,1,0
마실디,서귀포시 > 서귀포시내,#망고 #천혜향 #음식 #과일주스 #아메리카노 #망고주스,0,1,4,0
마음에온,제주시 > 제주시내,# 약과 # 식혜 # 미숫가루 # 전통차 #반려동물 #반려동물동반입장 #혼저옵서개 #반려동물동반_식당카페,0,0,0,0
마음카페,서귀포시 > 표선,#유기농영귤빙수 #조랑말주스 #음식 #빵 #아메리카노 #에스프레소 #카페라떼 #카라멜마끼아또 #바닐라라떼 #초코라떼 #말차라떼 #딸기라떼 #라떼 #레몬에이드 #에이드 #망고에이드 #패션후르츠망고에이드 #차 #레몬차 #청귤차 #유자차 #핫도그 #샌드위치 #햄에그샌드위치 #와플,0,0,5,0
마중물삼계탕,제주시 > 제주시내,#음식 #백숙 #닭똥집튀김 #옻닭 #착한가격업소,0,0,0,0
마틸다,제주시 > 애월,#음식 #진토닉칵테일 #와인 #아메리카노 #에이드 #술 #깔루아밀크 #블랙러시안 #모히또 #위스키 #앱솔루트보드카 #카페라떼 #딸기라떼 #라떼 #레몬에이드 #자몽에이드 #체리에이드 #과일 #한치구이 #쥐포구이,0,1,2,0
만강촌옛날칼국수,제주시 > 제주시내,#만두 #음식 #식당 #닭칼국수 #닭곰탕 #녹두죽 #왕만두 #삼계탕 #떡만두국 #팥칼국수 #치킨 #옛날통닭 #닭똥집튀김 #초계국수 #비빔밀면 #착한가격업소,0,0,2,0
만덕식당,제주시 > 한경,#성게미역국 #전복죽 #음식 #제주갈치조림 #회무침 #한치회무침 #고등어구이 #옥돔구이 #전복해물뚝배기 #해물뚝배기 #물회 #한치물회 #자리물회,0,4,12,0
만배성,제주시 > 제주시내,#코스요리 #2022고메페스타 #불고기정식 #효종갱 #꼬리곰탕 #곰탕 #갈비곰탕 #도가니탕 #소머리곰탕,0,0,0,0
만복흑돼지,서귀포시 > 안덕,#김치찌개 #음식 #안전여행스탬프 #오겹살 #목살 #양념갈비 #된장찌개 #반려동물 #반려동물동반입장 #반려동물동반_식당카페,0,0,8,0
만부정,제주시 > 제주시내,#음식 #회 #복어지리 #복어요리 #해산물,0,0,9,0
