tour_food,tour_food_theme,tour_food_tag,tour_food_score,like,zzim,review
김희선몸국,제주시 > 제주시내,#음식 #고사리 #해장국 #성게미역국 #고등어구이 #육개장 #미역국 #착한가격업소,5,8,200,6
낭뜰에쉼팡,제주시 > 조천,#음식 #들깨수제비 #우동 #고등어구이 #무장애관광,5,2,106,6
더파크뷰(신라호텔),서귀포시 > 중문,#음식 #어린이 #호텔 #테마공원 #브런치 #디저트 #파스타 #크림파스타 #미트볼파스타 #샐러드 #그린샐러드 #시저샐러드 #토마토모짜렐라샐러드 #해산물샐러드 #양송이크림스프 #양파스프 #해산물스프 #알리오올리오스파게티 #해산물스파게티 #콤비네이션피자 #고르곤졸라피자 #피자 #카레라이스 #새우볶음밥 #왕새우구이 #소고기덮밥 #해물우동 #샌드위치 #볶음밥 #라자냐 #연어구이 #안심스테이크 #양갈비 #립아이스테이크 #꽃등심스테이크 #크로크무슈 #클럽샌드위치 #수제버거 #티라미수 #케이크 #치즈케이크,5,4,20,6
랜딩 다이닝(Landing dining),서귀포시 > 안덕,#음식 #제주신화월드 #초밥 #해산물 #쌀국수 #무장애관광,5,5,10,6
부두식당 (모슬포),서귀포시 > 대정,#쥐치조림 #방어 #음식 #방어회 #제주갈치조림 #고등어회 #고등어구이 #2022고메페스타,5,4,40,6
사계바다,서귀포시 > 안덕,#횟집 #음식 #갈치구이 #갈치조림 #제주갈치조림 #제주갈치구이 #전복죽 #옥돔구이 #회 #전복버터구이 #해산물 #해물칼국수 #해물라면 #칼국수 #전복라면 #문어라면 #초밥 #갈치회 #방어회 #광어회,5,1,54,6
산도롱맨도롱,제주시 > 구좌,#주먹밥 #음식 #갈비 #국수 #갈비탕 #새우 #새우튀김 #수육 #국밥 #돼지국밥 #육전,5,3,55,6
쌍둥이횟집본점,서귀포시 > 서귀포시내,#스시 #생선구이 #음식 #해산물 #생선구이정식,5,3,85,6
아라파파 a la papa,제주시 > 제주시내,#음식 #빵 #아메리카노 #카페라떼 #카페모카 #카푸치노 #카라멜마끼아또 #샌드위치 #샤케라또 #아포가토 #바닐라라떼 #에스프레소 #에스프레소콘파냐 #에스프레소마키아또 #차 #레몬차 #유자차 #녹차 #홍차 #허브티 #발효차 #라떼 #녹차라떼 #고구마라떼 #밀크티 #진저라떼 #스무디 #계절과일스무디 #요거트스무디 #쉐이크 #생과일주스 #아이스티 #복숭아아이스티 #레몬아이스티 #레몬에이드 #에이드 #유자에이드 #팥빙수 #잼 #바게트 #도너츠 #크로아상 #토스트 #햄치즈토스트 #쿠키 #케이크,4,3,63,6
오가네전복설렁탕,서귀포시 > 서귀포시내,#음식 #전복 #전복해물탕 #전복죽 #전복뚝배기 #전복물회 #만두설렁탕 #한식 #삼색만두 #전복구이,5,1,57,6
제주올레냉면 제주노형점,제주시 > 제주시내,#음식 #물갈비 #갈비 #전복갈비탕 #갈비탕 #비빔면 #얼큰갈비탕 #불고기 #고기만두 #육전 #회냉면 #무장애관광,5,8,37,6
젠하이드어웨이,서귀포시 > 안덕,#디저트 #케이크 #음식 #파스타 #샐러드 #치킨샐러드 #감자튀김 #스테이크 #피쉬&칩스 #해산물파스타 #꽃게 #꽃게파스타 #홍합스튜 #크림스프 #연어샐러드 #문어샐러드 #치즈샐러드 #리코타치즈샐러드 #시저샐러드 #버섯샐러드 #라구파스타 #새우로제파스타 #크로칸테 #바질페스토파스타 #오일파스타 #아라비아타스파게티 #까르보나라 #안심스테이크 #랍스터 #참치타다키 #튀김 #해산물샐러드 #해산물 #볶음밥 #새우볶음밥 #소고기볶음밥 #해물볶음밥 #탄탄면 #볶음국수 #쌀국수 #해물쌀국수 #소고기쌀국수 #꽃등심스테이크,4,4,27,6
치저스,제주시 > 구좌,#음식 #리조또 #미트볼파스타 #미트볼스파게티 #아란치니 #미트볼탕수 #부채살스테이크,5,0,48,6
카페태희,제주시 > 애월,#커피 #음식 #햄버거 #치즈버거 #레몬에이드 #피쉬&칩스 #생선구이 #체다치즈버거 #새우버거 #아메리카노 #라떼 #바닐라라떼 #에이드 #오미자에이드,3,0,22,6
협재해녀의집,제주시 > 한림,#해산물구이 #해물뚝배기 #음식 #라면 #전복죽 #전복회 #고등어구이 #해산물 #해산물모둠 #멍게 #문어숙회 #돌문어숙회 #전복해물뚝배기 #전복구이 #소라회,5,4,146,6
88버거,서귀포시 > 서귀포시내,#음식 #햄버거스테이크 #치즈버거 #감자튀김 #칠리버거 #츄러스 #야채볶음밥 #버팔로윙 #새우튀김 #나쵸칩 #수제버거 #불고기버거,4,1,58,5
거멍국수,서귀포시 > 안덕,#회국수 #음식 #비빔국수 #멸치국수 #국수 #돔베고기 #만두 #모듬만두 #검은콩국수 #전복구이,5,1,63,5
고불락,제주시 > 애월,#음식 #닭볶음탕 #김치찌개 #돼지김치찌개 #고등어조림 #쌈밥 #보리밥 #보리비빔밥 #짜글이,4,3,48,5
고서방해물탕,서귀포시 > 대정,#음식 #제주갈치구이 #제주갈치조림 #식당 #갈치구이 #고등어조림 #고등어구이 #옥돔구이 #뚝배기 #해물뚝배기 #해물라면 #무장애관광,5,5,21,5
곰막식당,제주시 > 구좌,#음식 #고등어회 #회덮밥 #전복 #전복죽 #물회 #회 #참돔회 #전복회 #다금바리회 #광어회 #멍게 #방어회 #해산물 #성게 #소라숙회 #고등어구이 #매운탕 #우럭매운탕 #산낙지 #뿔소라 #한치회 #덮밥 #가마솥밥,4,3,126,5
그리운바다성산포,서귀포시 > 성산,#회국수 #성게미역국 #갈치구이 #갈치조림 #고등어조림 #회덮밥 #전복해물뚝배기,4,4,51,5
김지순의 낭푼밥상,제주시 > 제주시내,#제주요리 #전통주 #음식 #2022고메페스타 #럭셔리트래블인제주 #몸국 #육개장 #고기국수 #국수 #수육 #순대 #회무침 #코스요리 #비빔고기국수 #정식,4,1,67,5
다가미(도남),제주시 > 제주시내,#분식 #음식 #식혜 #멸치김밥 #참치김밥 #멸치고추김밥 #소고기김밥,4,2,26,5
레이지박스,서귀포시 > 안덕,#디저트 #당근 #케이크 #음식 #아메리카노 #카페모카 #녹차라떼 #빵 #에스프레소 #카페라떼 #카푸치노 #바닐라라떼 #코코넛라떼 #카라멜마끼아또 #크림라떼 #큐브라떼 #고구마라떼 #초코라떼 #라떼 #밀크티 #스무디 #애플망고스무디 #요거트스무디 #블루베리스무디 #프라페 #주스 #키위주스 #사과주스 #에이드 #자몽에이드 #유자에이드 #망고에이드 #레몬에이드 #블루베리에이드 #차 #유자차 #레몬차 #자몽차 #허브티 #페퍼민트 #카모마일 #루이보스 #아이스티 #복숭아아이스티 #레몬아이스티 #치즈케이크 #초코케이크 #베이글,3,0,8,5
리듬앤브루스,제주시 > 제주시내,#에이드 #쌀다방라떼 #음식 #디저트 #빵 #아메리카노 #카페라떼 #플랫화이트 #바닐라빈라떼 #아인슈페너 #블랙티 #초코라떼 #베이커리,5,1,23,5
리보스코화덕피자,제주시 > 제주시내,#돈까스 #양식 #음식 #고르곤졸라화덕피자 #페퍼로니피자 #고르곤졸라피자 #자몽에이드 #에이드 #돈가스,5,2,28,5
리치망고우도점,섬 속의 섬 > 우도,#음식 #우도 #망고빙수 #망고스무디 #망고에이드 #망고주스 #망고요거트 #쉐이크 #밀크쉐이크 #과일쉐이크 #망고 #아메리카노 #카페라떼 #카라멜라떼 #바닐라라떼 #아이스티 #복숭아아이스티 #초코라떼 #에이드 #자몽에이드 #라떼 #차 #청귤차 #레몬차 #자몽차 #유자차,4,1,9,5
메콩스카이,제주시 > 제주시내,#음식 #소고기쌀국수 #분짜 #베트남쌀국수 #비빔국수 #나시고랭 #튀김만두 #월남쌈 #반미 #반쎄오,5,0,8,5
명리동식당,제주시 > 한경,#음식 #흑돼지 #흑돼지구이 #돼지구이 #삼겹살 #목살 #김치찌개 #냉면 #2022고메페스타 #오겹살 #김치전골 #비빔냉면 #물냉면 #뚝배기,4,1,26,5
문동일셰프녹차고을,제주시 > 애월,#흑돼지안심 #떡갈비 #한식대첩 #우수관광사업체 #음식 #안전여행스탬프 #2022고메페스타 #스테이크 #육개장 #전복찜 #들깨칼국수 #훈제연어 #새우구이 #샐러드 #오삼불고기 #코스요리 #아메리카노 #에이드 #유자차 #유자에이드 #망고주스 #술 #수제맥주 #와인 #레드와인 #화이트와인,4,4,40,5
미영이네,서귀포시 > 대정,#음식 #방어 #고등어구이 #고등어 #한치회 #회 #매운탕 #지리탕,4,2,72,5
민경이네어등포해녀촌,제주시 > 구좌,#음식 #옥돔구이 #옥돔 #갈치 #갈치조림 #제주갈치조림 #갈치국 #해물된장찌개 #전복뚝배기 #전복죽 #성게미역국 #물회 #성게국,5,0,50,5
바다를본돼지(판포점),제주시 > 한경,#한식 #음식 #흑돼지 #흑돼지구이 #오겹살 #목살 #전복뚝배기 #김치찌개 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #흑돼지오겹살 #키조개볶음 #새우구이 #전복구이 #뚝배기 #돌솥밥,5,1,55,5
바다풍경횟집,제주시 > 제주시내,#문어 #갈치 #갈치구이 #갈치조림 #갈치회 #회 #해산물 #간장게장 #해물뚝배기 #문어숙회 #고등어회,5,1,82,5
백양닭집,제주시 > 제주시내,#음식 #양념치킨 #옛날통닭 #튀김통닭,4,1,33,5
버터모닝,제주시 > 애월,#음식 #빵 #에그타르트 #카페라떼 #눈꽃우유빙수 #생크림케익 #아메리카노 #팥빙수 #케이크,4,0,46,5
봉끄랑,섬 속의 섬 > 우도,#음식 #빵 #햄버거 #아메리카노 #에이드 #스무디 #카푸치노 #카페라떼 #바닐라라떼 #카라멜마끼아또 #카페모카 #라떼 #딸기스무디 #키위스무디 #망고스무디 #요거트스무디 #팥빙수 #눈꽃빙수 #녹차라떼 #홍차라떼 #핫초코 #아이스티 #복숭아아이스티 #레몬에이드 #아이스크림 #생과일주스,5,2,14,5
비밀의숲 카페,서귀포시 > 서귀포시내,#음식 #숲 #아메리카노 #카페라떼 #카페모카 #포토스팟 #루이보스 #청귤차 #핫초코,4,2,36,5
삼다도횟집,제주시 > 제주시내,#한식 #횟집 #갈치조림 #고등어조림 #갈치회 #고등어구이 #갈치구이 #초밥 #해산물 #방어 #방어회 #회 #안전여행스탬프 #무장애관광,5,2,32,5
삼대국수회관 신제주점,제주시 > 제주시내,#국수 #음식 #만두 #돔베고기 #국밥 #콩국수 #물만두 #수육 #열무국수,5,0,58,5
서귀포네거리식당,서귀포시 > 서귀포시내,#음식 #갈치 #제주갈치조림 #제주갈치구이 #성게국 #미역국 #고등어조림 #옥돔구이 #고등어구이,5,6,99,5
안녕육지사람,섬 속의 섬 > 우도,#흑돼지버거 #에이드 #음식 #아이스크림 #땅콩 #라떼 #잼 #아메리카노 #카페라떼 #바닐라라떼 #아이스티 #복숭아아이스티 #유자차 #캐모마일 #차 #초코라떼 #햄버거 #치즈버거 #칠리버거 #감자튀김 #토스트 #수제버거,5,0,29,5
앞뱅디식당,제주시 > 제주시내,#한식 #향토음식 #음식 #2022고메페스타 #튀김 #생선조림 #돔베고기 #강된장,5,1,49,5
오는정김밥,서귀포시 > 서귀포시내,#음식 #김치김밥 #참치김밥 #더블치즈김밥 #땡초김밥 #멸치김밥 #치즈김밥 #떡갈비김밥,4,5,170,5
옥돔식당,서귀포시 > 대정,#음식 #2022고메페스타,5,7,136,5
우도면파전리,섬 속의 섬 > 우도,#해물라면 #문어라면 #음식 #파전 #해산물 #해산물모둠 #뿔소라 #전복 #문어숙회 #주먹밥,5,0,13,5
우도해녀식당,섬 속의 섬 > 우도,#성게미역국 #음식 #아이스크림 #칼국수 #해물칼국수 #해물바지락칼국수 #물회 #한치물회 #전복물회 #성게비빔밥 #비빔밥 #죽 #전복죽 #회 #소라회 #모둠회 #해산물 #해산물모둠 #뿔소라 #문어 #전복 #전복회 #문어숙회 #멍게 #해물탕,5,0,27,5
제주다음,서귀포시 > 서귀포시내,#녹차 #청귤차 #꽃차 #홍차 #에이드 #쉐이크 #라떼 #말차라떼 #딸기라떼 #밀크티 #뽕잎차 #쑥차 #진피차 #감잎차 #도라지차 #우엉차,5,3,5,5
중문덤장,서귀포시 > 서귀포시내,#고등어구이 #보말국 #우수관광사업체 #음식 #2022고메페스타 #무장애관광,5,2,43,5
철가방을든해녀,섬 속의 섬 > 마라도,#탕수육 #음식 #중식 #해산물 #해산물모둠 #해물짜장 #해물짬뽕,3,2,15,5
카페루시아,서귀포시 > 안덕,#음식 #카페라떼 #에이드 #젤라또 #빵 #디저트 #반려동물 #반려동물동반입장 #반려동물동반_식당카페 #에스프레소 #카푸치노 #바닐라라떼 #코코넛라떼 #아인슈페너 #카페모카 #아포가토 #초코라떼 #그린티라떼 #라떼 #스무디 #애플망고스무디 #딸기스무디 #블루베리스무디 #차 #유자차 #청귤차 #카모마일 #루이보스 #페퍼민트,5,0,36,5
가파도해물짜장짬뽕,섬 속의 섬 > 가파도,#해물짜짱 #음식 #해산물 #소라 #중식 #해물짬뽕밥 #해물짜장 #해물짜장밥 #해삼 #뿔소라 #문어숙회 #해산물모둠,5,0,9,4
곱들락,제주시 > 조천,#한식 #음식 #흑돼지구이 #양념갈비 #갈비 #된장찌개 #김치찌개 #육회 #비빔밥 #제주백돼지 #목살 #오겹살 #흑돼지오겹살 #항정살 #가브리살 #한우갈비살 #갈비살 #양념갈비살 #냉면 #비빔냉면 #물냉면 #한우된장찌개 #흑돼지김치찌개 #한우육회비빔밥 #볶음밥,5,1,40,4
남경미락,서귀포시 > 안덕,#다금바리 #돌돔 #자연산 #음식 #해산물 #2022고메페스타,5,1,12,4
늘봄흑돼지,제주시 > 제주시내,#음식 #목살 #삼겹살 #갈비 #양념갈비 #항정살 #무장애관광 #해장국 #선지해장국 #굴해장국 #소고기국밥 #도가니탕 #김치찌개 #해물뚝배기 #전복뚝배기 #뚝배기 #사시미 #김치전골 #정식 #된장찌개 #냉면 #비빔냉면 #물냉면 #돌솥밥 #생갈비 #가브리살 #갈매기살 #돼지껍데기 #육회,5,3,66,4
대우정,서귀포시 > 서귀포시내,#고등어 #음식 #옥돔구이 #전복뚝배기 #성게미역국 #제육볶음 #2022고메페스타 #전복돌솥밥 #뚝배기 #전복해물뚝배기 #고등어구이 #전복회 #갈치조림 #성게전복미역국 #고등어조림 #회 #전복구이 #전복죽 #영양돌솥밥 #오징어볶음 #된장찌개 #해물전골,5,8,149,4
대원가,제주시 > 제주시내,#해물탕 #전복죽 #옥돔구이 #음식 #전복해물탕 #갈치조림 #제주갈치조림 #성게미역국 #고등어구이 #뚝배기 #전복뚝배기 #갈치호박국 #지리탕 #갈치구이,5,0,7,4
모루쿠다,서귀포시 > 서귀포시내,#음식 #연어덮밥 #연어사시미 #광어회 #회 #회덮밥 #사시미 #소라 #2022고메페스타 #연어장덮밥 #불고기덮밥 #바싹소불고기덮밥 #치즈돈까스 #계란밥 #돔베고기 #차슈 #한치무침 #연어샐러드 #샐러드 #술 #문배주 #매화수 #라면 #얼큰라면 #해물라면 #새우장 #전복장 #연어회 #딱새우 #소라회 #메로구이 #튀김 #깐풍기 #치킨가라아게 #나베 #알탕 #오뎅탕,5,6,17,4
물꼬해녀의집,섬 속의 섬 > 우도,#전복라면 #음식 #우도 #해물라면 #문어숙회 #보말칼국수 #칼국수 #전복죽 #라면 #소라회 #미역국 #보말 #해물칼국수,4,0,13,4
바다는안보여요,제주시 > 구좌,#음식 #핸드드립커피 #에스프레소 #아메리카노 #주스 #핸드드립과테말라 #핸드드립케냐 #핸드드립콜롬비아슈프리모 #카페라떼 #라떼 #에이드 #패션후르츠에이드 #유자에이드 #쉐이크 #초코라떼 #밀크티 #아이스티 #복숭아아이스티 #차 #녹차 #유자차 #얼그레이 #홍차 #토스트 #떡볶이 #매운떡볶이 #새우볶음밥 #볶음밥 #햄야채볶음밥 #술 #칵테일 #반건조오징어 #돔베고기 #고기국수,5,0,4,4
산지물식당(건입동본점),제주시 > 제주시내,#활한치물회 #음식 #향토음식 #회 #전복죽 #오분작뚝배기 #전복해물탕 #갈치국 #성게미역국 #한치 #2022고메페스타 #무장애관광,5,1,74,4
생돈우리,제주시 > 제주시내,#음식 #흑돼지구이 #돼지구이 #오겹살 #대패삼겹살 #삼겹살 #2022고메페스타 #흑돼지오겹살 #양념갈비 #비지찌개 #김치찌개 #된장찌개 #차돌된장찌개 #흑돼지김치찌개 #전복죽 #냉면 #비빔냉면 #물냉면 #술 #와인 #레드와인 #하우스와인,5,5,86,4
섭지코지 해녀밥상,서귀포시 > 성산,#소라 #성게 #해삼 #음식 #전복버터구이 #성게미역국 #옥돔 #옥돔구이 #한식 #전복 #문어 #멍게 #성게국,5,4,155,4
섭지코지로,서귀포시 > 성산,#서귀포횟집 #해산물 #회덮밥 #음식 #식당 #고등어회 #해산물모둠 #방어회 #모둠회 #수육 #파스타 #제육볶음 #덮밥,5,0,3,4
성산일출봉 해송,서귀포시 > 성산,#갈치구이 #음식 #식당 #전복뚝배기 #성게미역국,5,0,2,4
성산해오름식당,서귀포시 > 성산,#음식 #갈치구이 #제주갈치구이 #옥돔구이 #제주갈치조림 #전복뚝배기 #전복죽 #해물라면 #라면 #착한가격업소,4,0,34,4
영림흑돼지가든,제주시 > 한림,#갈비 #냉면 #음식 #흑돼지구이 #삼겹살 #식당 #흑돼지오겹살 #목살 #생갈비 #가브리살 #양념갈비 #흑돼지모듬 #비빔냉면 #물냉면 #착한가격업소,5,8,12,4
